Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
2	:	1667506650.052	  2258.178	0	498	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr1 --test_covariate ravlt_long
3	:	1667506650.072	  3718.912	0	488	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr2 --test_covariate diagnostic_group_coded
4	:	1667506650.097	  3723.842	0	488	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr2 --test_covariate ravlt_long
1	:	1667506650.022	  3811.069	0	498	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr1 --test_covariate diagnostic_group_coded
5	:	1667508908.334	  2670.603	0	435	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr3 --test_covariate diagnostic_group_coded
6	:	1667510369.083	  1996.990	0	435	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr3 --test_covariate ravlt_long
7	:	1667510373.974	  2040.449	0	422	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr4 --test_covariate diagnostic_group_coded
8	:	1667510461.177	  1970.822	0	422	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr4 --test_covariate ravlt_long
9	:	1667511579.257	  2018.384	0	422	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr5 --test_covariate diagnostic_group_coded
10	:	1667512366.153	  2505.848	0	422	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr5 --test_covariate ravlt_long
11	:	1667512414.434	  2601.667	0	422	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr6 --test_covariate diagnostic_group_coded
12	:	1667512432.004	  2660.771	0	422	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr6 --test_covariate ravlt_long
13	:	1667513597.648	  2950.346	0	422	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr7 --test_covariate diagnostic_group_coded
14	:	1667514872.035	  1953.076	0	422	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr7 --test_covariate ravlt_long
15	:	1667515016.183	  2092.702	0	402	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr8 --test_covariate diagnostic_group_coded
16	:	1667515092.784	  2066.723	0	402	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr8 --test_covariate ravlt_long
17	:	1667516548.027	  1512.595	0	392	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr9 --test_covariate diagnostic_group_coded
18	:	1667516825.205	  1520.981	0	392	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr9 --test_covariate ravlt_long
19	:	1667517108.967	  1706.822	0	412	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr10 --test_covariate diagnostic_group_coded
20	:	1667517159.515	  1968.234	0	412	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr10 --test_covariate ravlt_long
21	:	1667518060.710	  2224.583	0	402	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr11 --test_covariate diagnostic_group_coded
23	:	1667518815.871	  1596.033	0	402	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr12 --test_covariate diagnostic_group_coded
22	:	1667518346.267	  2143.302	0	402	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr11 --test_covariate ravlt_long
24	:	1667519127.765	  1426.300	0	402	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr12 --test_covariate ravlt_long
28	:	1667520554.146	   924.157	0	363	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr14 --test_covariate ravlt_long
25	:	1667520285.387	  1347.046	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr13 --test_covariate diagnostic_group_coded
26	:	1667520411.991	  1290.518	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr13 --test_covariate ravlt_long
27	:	1667520489.577	  1343.788	0	363	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr14 --test_covariate diagnostic_group_coded
29	:	1667521478.392	  1022.248	0	363	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr15 --test_covariate diagnostic_group_coded
30	:	1667521632.441	  1143.450	0	363	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr15 --test_covariate ravlt_long
31	:	1667521702.513	  1449.703	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr16 --test_covariate diagnostic_group_coded
32	:	1667521833.446	  1536.829	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr16 --test_covariate ravlt_long
35	:	1667523152.231	   754.364	0	345	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr18 --test_covariate diagnostic_group_coded
33	:	1667522500.736	  1697.901	0	392	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr17 --test_covariate diagnostic_group_coded
34	:	1667522775.897	  1701.393	0	392	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr17 --test_covariate ravlt_long
36	:	1667523370.318	  1111.918	0	345	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr18 --test_covariate ravlt_long
37	:	1667523906.697	  1471.604	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr19 --test_covariate diagnostic_group_coded
38	:	1667524198.642	  1275.046	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr19 --test_covariate ravlt_long
39	:	1667524477.372	  1138.769	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr20 --test_covariate diagnostic_group_coded
40	:	1667524482.242	  1196.986	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr20 --test_covariate ravlt_long
41	:	1667525378.322	   432.582	0	315	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr21 --test_covariate diagnostic_group_coded
42	:	1667525473.693	   436.007	0	315	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr21 --test_covariate ravlt_long
44	:	1667525679.236	   530.013	0	336	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr22 --test_covariate ravlt_long
43	:	1667525616.146	   675.798	0	336	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlLOAD/ --chr chr22 --test_covariate diagnostic_group_coded
45	:	1667525810.910	  4003.681	0	504	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr1 --test_covariate diagnostic_group_coded
46	:	1667525909.708	  3935.865	0	504	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr1 --test_covariate ravlt_long
47	:	1667526209.332	  3796.858	0	494	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr2 --test_covariate diagnostic_group_coded
48	:	1667526291.949	  3743.358	0	494	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr2 --test_covariate ravlt_long
51	:	1667530006.233	  2032.090	0	425	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr4 --test_covariate diagnostic_group_coded
49	:	1667529814.721	  2812.516	0	438	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr3 --test_covariate diagnostic_group_coded
50	:	1667529845.613	  2833.097	0	438	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr3 --test_covariate ravlt_long
52	:	1667530035.312	  2756.388	0	428	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr4 --test_covariate ravlt_long
53	:	1667532038.400	  1898.078	0	425	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr5 --test_covariate diagnostic_group_coded
56	:	1667532791.782	  2526.837	0	425	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr6 --test_covariate ravlt_long
55	:	1667532678.793	  2662.735	0	425	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr6 --test_covariate diagnostic_group_coded
54	:	1667532627.325	  2720.779	0	425	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr5 --test_covariate ravlt_long
57	:	1667533936.576	  2816.082	0	425	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr7 --test_covariate diagnostic_group_coded
58	:	1667535318.700	  2047.014	0	425	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr7 --test_covariate ravlt_long
60	:	1667535348.111	  2363.871	0	405	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr8 --test_covariate ravlt_long
59	:	1667535341.534	  2427.127	0	405	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr8 --test_covariate diagnostic_group_coded
61	:	1667536752.668	  1670.055	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr9 --test_covariate diagnostic_group_coded
62	:	1667537365.801	  1671.836	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr9 --test_covariate ravlt_long
64	:	1667537768.667	  1981.976	0	405	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr10 --test_covariate ravlt_long
63	:	1667537711.997	  2062.526	0	405	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr10 --test_covariate diagnostic_group_coded
66	:	1667539037.725	  1752.182	0	405	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr11 --test_covariate ravlt_long
65	:	1667538422.818	  2367.942	0	405	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr11 --test_covariate diagnostic_group_coded
69	:	1667540790.026	  1269.532	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr13 --test_covariate diagnostic_group_coded
68	:	1667539774.605	  2313.940	0	399	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr12 --test_covariate ravlt_long
70	:	1667540790.783	  1357.450	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr13 --test_covariate ravlt_long
67	:	1667539750.651	  2473.522	0	405	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr12 --test_covariate diagnostic_group_coded
73	:	1667542148.248	  1156.929	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr15 --test_covariate diagnostic_group_coded
71	:	1667542059.564	  1416.562	0	363	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr14 --test_covariate diagnostic_group_coded
74	:	1667542224.178	  1255.874	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr15 --test_covariate ravlt_long
72	:	1667542088.622	  1507.578	0	357	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr14 --test_covariate ravlt_long
75	:	1667543305.306	  1444.546	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr16 --test_covariate diagnostic_group_coded
77	:	1667543480.058	  1539.072	0	392	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr17 --test_covariate diagnostic_group_coded
76	:	1667543476.130	  2019.911	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr16 --test_covariate ravlt_long
78	:	1667543596.437	  2101.799	0	392	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr17 --test_covariate ravlt_long
79	:	1667544749.867	  1067.930	0	345	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr18 --test_covariate diagnostic_group_coded
80	:	1667545019.134	   874.519	0	345	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr18 --test_covariate ravlt_long
83	:	1667545818.117	  1127.279	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr20 --test_covariate diagnostic_group_coded
81	:	1667545496.054	  1461.752	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr19 --test_covariate diagnostic_group_coded
84	:	1667545893.737	  1091.668	0	354	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr20 --test_covariate ravlt_long
85	:	1667546945.490	   492.816	0	318	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr21 --test_covariate diagnostic_group_coded
86	:	1667546957.813	   495.569	0	318	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr21 --test_covariate ravlt_long
82	:	1667545698.244	  1805.963	0	382	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr19 --test_covariate ravlt_long
87	:	1667546985.410	   674.263	0	336	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr22 --test_covariate diagnostic_group_coded
88	:	1667547438.321	   576.385	0	336	0	0	Rscript 1-fitModels.R --idir ../../dataDerived/analysis-controlMCILOAD/ --chr chr22 --test_covariate ravlt_long
