Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
4	:	1674929029.053	  2345.904	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr4
5	:	1674929029.056	  2425.165	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr5
6	:	1674929029.059	  2435.825	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr6
3	:	1674929029.050	  2506.131	0	240	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr3
2	:	1674929029.047	  2936.888	0	290	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr2
1	:	1674929029.043	  3119.496	0	300	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr1
9	:	1674931464.891	  1311.697	0	200	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr9
11	:	1674931965.940	  3808.878	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr11
10	:	1674931535.196	  4240.135	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr10
12	:	1674932148.543	  3627.423	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr12
8	:	1674931454.226	  4322.674	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr8
7	:	1674931374.980	  4403.285	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr7
18	:	1674935778.437	  1395.131	0	153	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr18
15	:	1674935775.344	  1398.921	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr15
13	:	1674932776.602	  4398.519	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr13
14	:	1674935774.826	  1401.725	0	171	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr14
16	:	1674935775.975	  1402.084	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr16
17	:	1674935776.905	  1401.796	0	200	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr17
21	:	1674937175.126	   268.629	0	126	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr21
22	:	1674937176.571	   429.281	0	144	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr22
20	:	1674937174.348	   553.100	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr20
19	:	1674937173.575	   788.375	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded-no-celltype//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr19
