Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
4	:	1674518835.403	  2865.740	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr4
5	:	1674518835.407	  2943.819	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr5
6	:	1674518835.411	  3093.076	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr6
3	:	1674518835.400	  3261.438	0	240	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr3
2	:	1674518835.395	  4321.930	0	290	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr2
1	:	1674518835.391	  4868.727	0	300	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr1
9	:	1674521928.495	  2344.917	0	200	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr9
8	:	1674521779.238	  2692.813	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr8
7	:	1674521701.158	  3011.923	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr7
10	:	1674522096.846	  2734.301	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr10
11	:	1674523157.334	  2607.088	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr11
13	:	1674524273.425	  1556.388	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr13
14	:	1674524472.061	  1608.399	0	171	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr14
12	:	1674523704.135	  2558.362	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr12
15	:	1674524713.091	  1643.040	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr15
16	:	1674524831.175	  2025.641	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr16
18	:	1674525829.822	  1249.392	0	153	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr18
21	:	1674526356.138	   760.736	0	126	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr21
20	:	1674526262.515	  1374.396	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr20
22	:	1674526856.826	   911.447	0	144	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr22
17	:	1674525764.442	  2014.180	0	200	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr17
19	:	1674526080.468	  1717.215	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//test-diagnostic-group-coded/ --test_covariate diagnostic_group_coded --chr chr19
