Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
5	:	1675287934.767	  2842.365	0	196	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr5
6	:	1675287934.778	  2848.225	0	196	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr6
4	:	1675287934.761	  2858.390	0	196	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr4
3	:	1675287934.755	  3089.201	0	196	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr3
2	:	1675287934.741	  4107.878	0	198	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr2
1	:	1675287934.730	  4316.546	0	198	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr1
9	:	1675290793.230	  2066.250	0	196	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr9
8	:	1675290783.009	  2331.389	0	196	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr8
10	:	1675291023.963	  2466.095	0	197	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr10
7	:	1675290777.146	  2766.666	0	196	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr7
13	:	1675292859.487	  1504.704	0	195	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr13
11	:	1675292042.708	  2450.621	0	197	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr11
14	:	1675293114.487	  1471.697	0	195	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr14
12	:	1675292251.282	  2387.593	0	197	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr12
15	:	1675293490.071	  1481.815	0	195	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr15
16	:	1675293543.893	  1883.985	0	197	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr16
21	:	1675294971.892	   707.311	0	195	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr21
18	:	1675294493.341	  1296.130	0	195	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr18
20	:	1675294639.121	  1389.049	0	195	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr20
22	:	1675295427.883	   942.804	0	195	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr22
17	:	1675294364.280	  2052.993	0	197	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr17
19	:	1675294586.189	  1851.187	0	197	0	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr19
