Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
4	:	1675296438.072	  1511.535	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr4
6	:	1675296438.107	  1546.681	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr6
5	:	1675296438.077	  1566.462	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr5
3	:	1675296438.067	  1650.194	0	240	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr3
2	:	1675296438.059	  2180.310	0	290	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr2
1	:	1675296438.053	  2347.088	0	300	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr1
9	:	1675298004.546	  1087.519	0	200	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr9
8	:	1675297984.794	  1196.759	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr8
7	:	1675297949.692	  1459.416	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr7
10	:	1675298088.267	  1320.901	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr10
13	:	1675299092.073	   820.248	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr13
11	:	1675298618.458	  1339.713	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr11
14	:	1675299181.644	   851.470	0	171	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr14
12	:	1675298785.149	  1276.256	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr12
15	:	1675299409.115	   777.377	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr15
16	:	1675299409.175	   992.858	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD//Inputs/ --odir ../DataDerived/ControlLOAD//2023-02-01-test-diagnostic-group//Outputs/ --baseline_covariates=bmi,sex,age_at_visit,PC1,PC2 --test_covariate diagnostic_group_coded --chr chr16
