Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
2	:	1674928954.218	    19.235	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr2
3	:	1674928954.221	    19.236	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr3
4	:	1674928954.225	    19.413	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr4
5	:	1674928954.228	    19.410	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr5
6	:	1674928954.231	    19.407	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr6
1	:	1674928954.215	    19.473	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr1
8	:	1674928973.643	    17.555	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr8
11	:	1674928973.799	    17.507	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr11
9	:	1674928973.689	    17.711	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr9
10	:	1674928973.786	    18.171	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr10
7	:	1674928973.458	    19.888	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr7
12	:	1674928973.807	    19.782	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr12
13	:	1674928991.203	    18.112	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr13
14	:	1674928991.405	    18.100	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr14
16	:	1674928991.962	    17.913	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr16
15	:	1674928991.485	    19.002	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr15
17	:	1674928993.351	    17.983	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr17
18	:	1674928993.595	    18.871	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr18
19	:	1674929009.321	    17.984	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr19
20	:	1674929009.513	    17.924	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr20
21	:	1674929009.879	    17.730	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr21
22	:	1674929010.493	    18.085	0	0	1	0	Rscript 0-prepare-DSS-inputs.R --idir ../DataRaw/MCovRawSplit/ --odir ../DataDerived/ControlLOAD//Inputs/ --chr chr22
