Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
4	:	1667446071.317	  1845.575	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr4
5	:	1667446071.422	  1862.815	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr5
6	:	1667446071.474	  1870.032	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr6
7	:	1667446071.521	  1874.794	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr7
3	:	1667446071.274	  2054.396	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr3
2	:	1667446071.259	  2774.238	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr2
1	:	1667446071.243	  2806.009	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr1
9	:	1667447934.320	  1395.637	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr9
11	:	1667447946.384	  1566.098	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr11
8	:	1667447917.081	  1611.115	0	106	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr8
10	:	1667447941.576	  1639.069	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr10
12	:	1667448125.749	  1567.708	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr12
13	:	1667448845.779	  1005.796	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr13
14	:	1667448877.397	  1042.034	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr14
15	:	1667449330.040	  1027.439	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr15
21	:	1667449919.533	   463.306	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr21
18	:	1667449580.789	   849.233	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr18
16	:	1667449512.563	  1243.809	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr16
20	:	1667449851.671	   909.530	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr20
17	:	1667449528.275	  1358.207	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr17
19	:	1667449693.594	  1202.493	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr19
22	:	1667450357.629	   682.717	0	107	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlLOAD/ --chr chr22
26	:	1667450761.285	  3317.125	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr4
28	:	1667450896.156	  3360.846	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr6
27	:	1667450886.596	  3380.636	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr5
25	:	1667450756.589	  3631.881	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr3
29	:	1667451040.463	  3427.260	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr7
24	:	1667450430.235	  4397.157	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr2
23	:	1667450382.926	  4543.729	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr1
35	:	1667454827.503	  1607.555	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr13
31	:	1667454257.157	  2214.779	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr9
30	:	1667454078.612	  2565.296	0	109	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr8
36	:	1667454926.739	  1772.963	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr14
33	:	1667454388.631	  2561.644	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr11
32	:	1667454267.336	  2708.993	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr10
34	:	1667454467.824	  2509.024	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr12
43	:	1667456976.977	   935.378	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr21
37	:	1667456435.641	  1844.134	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr15
40	:	1667456699.872	  1643.151	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr18
42	:	1667456976.551	  1748.986	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr20
38	:	1667456472.337	  2305.315	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr16
41	:	1667456950.430	  2125.904	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr19
39	:	1667456644.062	  2509.573	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr17
44	:	1667457919.530	  1294.805	0	110	0	0	Rscript 0-prepareDataForDSS.R --idir ../../dataDerived/methylBedImputed-controlMCILOAD/ --chr chr22
