Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
9	:	1672878859.556	  2079.134	0	200	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr9 --test_covariate diagnostic_group_coded
11	:	1672878859.568	  2737.380	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr11 --test_covariate diagnostic_group_coded
10	:	1672878859.563	  2748.327	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr10 --test_covariate diagnostic_group_coded
8	:	1672878859.549	  2856.865	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr8 --test_covariate diagnostic_group_coded
4	:	1672878859.518	  3330.082	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr4 --test_covariate diagnostic_group_coded
5	:	1672878859.526	  3358.707	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr5 --test_covariate diagnostic_group_coded
6	:	1672878859.534	  3505.269	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr6 --test_covariate diagnostic_group_coded
7	:	1672878859.542	  3619.178	0	230	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr7 --test_covariate diagnostic_group_coded
3	:	1672878859.510	  3763.400	0	240	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr3 --test_covariate diagnostic_group_coded
14	:	1672881607.903	  1885.035	0	171	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr14 --test_covariate diagnostic_group_coded
13	:	1672881596.975	  1923.993	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr13 --test_covariate diagnostic_group_coded
15	:	1672881716.425	  1889.684	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr15 --test_covariate diagnostic_group_coded
12	:	1672880938.745	  3163.072	0	210	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr12 --test_covariate diagnostic_group_coded
2	:	1672878859.503	  5322.576	0	290	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr2 --test_covariate diagnostic_group_coded
18	:	1672882364.819	  1864.436	0	153	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr18 --test_covariate diagnostic_group_coded
20	:	1672882622.918	  1675.411	0	162	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr20 --test_covariate diagnostic_group_coded
21	:	1672883492.955	   820.167	0	126	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr21 --test_covariate diagnostic_group_coded
16	:	1672882189.609	  2307.746	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr16 --test_covariate diagnostic_group_coded
1	:	1672878859.495	  5677.689	0	300	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr1 --test_covariate diagnostic_group_coded
22	:	1672883520.979	  1031.166	0	144	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr22 --test_covariate diagnostic_group_coded
19	:	1672882478.734	  2084.289	0	190	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr19 --test_covariate diagnostic_group_coded
17	:	1672882218.250	  2403.292	0	200	0	0	Rscript 1-fit-DSS-models.R --idir ../DataDerived/ControlLOAD/Inputs/ --chr chr17 --test_covariate diagnostic_group_coded
